author,title,translation,label
TVR,"Parlamentari de la PSD și AUR, surprinși luni noaptea în timp ce votau bugetul și pentru colegii absenți","Prea mult pentru unii deputați și senatori, care și-au lăsat colegii să voteze și pentru ei. Unii aleși de la PSD și AUR au fost surprinși în timp ce votau la două mâini. Înregistrările făcute de parlamentari ai USR-PLUS au fost postate pe rețelele de socializare.",1
TVR,Bugetul de stat a fost votat în Parlament cu 234 de voturi pentru și 170 împotrivă. Premierul F. Cîțu: Faptul că bugetul a trecut fără amendamente arată că suntem o coaliție unită,"Premierul Florin Cîțu: ""De la bugetul de stat trebuie să dăm și anul acesta 18,19 miliarde de lei mai mult decât anul trecut, pentru că au crescut pensiile, repet, au crescut pensiile, și încă ceva: Noi facem toate aceste lucruri - plătim mai mult și pensii, și salarii, și alocații - fără să creștem taxe!""",1
TVR,"Bugetul, în Parlament. Premierul F. Cîțu: Începem reforma în toate cotloanele statului român! M. Ciolacu (PSD): Anexa 703, direcționată doar pentru anumite partide","Printre vociferări și acuzații, premierul Florin Citu a prezentat cifrele bugetului. N-au lipsit din discursul său nici atacurile politice la adresa PSD.Florin Cîțu, premierul României: ""Alocațiile, anul acesta, au crescut cu 20%, nu știu dacă și pentru d-voastră, dar ... verificăm. Prioritățile acestui guvern sunt reforma, investiții și sănătate. În acest an, premieră, v-am tăiat toate căile prin care se fură banii din bugetul statului!"".Șeful Camerei Deputaților a intervenit pentru a-i convinge pe parlamentarii Opoziției să nu mai întrerupă discursul.",1
TVR,Proiectul Legii bugetului de stat a trecut nemodificat de Comisiile de buget-finanţe din Parlament. Au fost dezbateri aprinse în comisii,"Comisiile parlamentare de buget-finanţe au dat, sâmbătă, raport favorabil la proiectul Legii bugetului de stat pe 2021. S-au înregistrat 25 de voturi ""pentru"" şi 16 voturi ""împotrivă"".",1
TVR,"Consiliul General al Municipiului Bucureşti a aprobat suspendarea pentru un an a planurilor urbanistice pentru Sectoarele 2,3,4,5 și 6","Reprezentanții dezvoltatorilor imobiliari nu au dorit să exprime un punct de vedere înaintea votului din Consiliul General pentru PUZ-urile de sector. Ei s-au opus suspendării planurilor zonale, pe motiv că se blochează dezvoltarea orașului. Şi atrag atenția că sunt în derulare investiții de peste 3,5 miliarde de euro.",1
TVR,"Cîţu: Nu poţi să vorbeşti în acest moment despre un paşaport de vaccinare, este prematur","Eu am spus opinia Guvernului de câteva ori. Nu avem această discuţie, în acest moment. Este prematur. În momentul în care ai doar un început al campaniei de vaccinare nu poţi să vorbeşti despre un paşaport de vaccinare. Dacă vom avea toată populaţia vaccinată, atunci da, bineînţeles"", a precizat Florin Cîţu, la Parlament, întrebat, în legătură cu discuţiile purtate la nivel european privind introducerea unui paşaport de vaccinare anti-COVID, dacă a avut o discuţie în acest sens cu şeful statului.",1
TVR,"Bugetul, dezbătut intens în comisiile de specialitate și în cele de Buget-Finanțe","ACTUALIZARE Bugetul Casei Naţionale de Asigurări de Sănătate (CNAS) pentru anul 2021 a primit, vineri, aviz favorabil fără amendamente din partea Comisiilor reunite de buget-finanţe din Parlament.Au fost 24 de voturi ""pentru"" şi 16 voturi ""împotrivă"".""Bugetul propus pentru CNAS în anul 2021 este foarte similar cu execuţia şi propunerea din 2020 - 44,8 miliarde de lei. Pe titluri mari, categorii mari de cheltuieli: 31 miliarde de lei bunuri şi servicii, 10,6 miliarde de lei transferuri între unităţi, practic influenţe salariale, 2,8 miliarde de lei asistenţă socială - concedii medicale. Este un buget pe care îl interpretez ca fiind o invitaţie la performanţă, la îmbunătăţirea performanţei cheltuielii fondului într-un an cu aşteptări foarte mari"", a afirmat preşedintele CNAS, Adrian Gheorghe.",1
TVR,"Surse: Andrei Muraru va fi noul ambasador al României în Statele Unite ale Americii, în locul lui George Maior","Născut în 1982, Andrei Muraru este absolvent al Facultății de Istorie (2005), licențiat al programului de master „Românii și Europa” (2007) și doctor în Istorie (2011) al Universității „Alexandru Ioan Cuza” din Iași, potrivit Administrației Prezidențiale.",1
TVR,"Ministrul de Externe, Bogdan Aurescu: Ambasadorii rechemaţi recent şi-au îndeplinit mandatul sau chiar l-au depăşit. Mulţi dintre ei şi-au făcut datoria foarte bine","Întrebat dacă este mulţumit de activitatea ambasadorilor rechemaţi de la post, între aceştia fiind George Maior (SUA) şi Emil Hurezeanu (Germania), ministrul a spus: ""Mulţi dintre ambasadorii care au fost rechemaţi şi-au făcut datoria foarte bine"".",1
TVR,"Bugetul pentru anul 2021, în focul dezbaterilor din Parlament","Violeta Alexandru, deputat PNL: „Doriți să știți ce buget se alocă învățământului sau vă preocupă circul?”.În comisia pentru învățământ, discuțiile s-au încins din prima clipă. Nemulțumiți de modul în care s-a desfășurat ședința despre bugetul Educației, parlamentarii PSD au refuzat să-și prezinte cele 44 de amendamente în 3 minute, cât le-a fost alocat. În schimb, AUR a susținut că e nevoie de mai multe modificări privind resursele pentru învățământ.Natalia Intotero, deputat PSD: “Grupul PSD susține toate amendamentele depuse. Timpul de 3 minute nu ne-a fost suficient pentru a citi toate amendamentele”.",1
TVR,Polițiștii renumără voturile de la primăria Sectorului 1 al Capitalei,"Important nu este numărul voturilor câștigate, ci modul în care au fost obținute, explică fostul judecător militar Constantin Udrea.",1
TVR,"Ministerul Educației: Mărțișoarele și florile de 1 și 8 martie, permise la școală. Nu sunt obiecte personale","„În Ordinul comun nr. 3235/2021 al Ministerului Educației și Ministerului Sănătății se prevede    interzicerea schimbului de obiecte personale (Anexă: Măsurile sanitare şi de protecţie în unităţile  de învăţământ preuniversitar/unităţile conexe în perioada pandemiei de COVID-19 - II. Măsuri de  organizare a spaţiilor, a accesului în unităţile de învăţământ preuniversitar/unităţile conexe şi a  programului şcolar, în contextul epidemiologic al infecţiei cu SARS-CoV-2, b) organizarea sălilor  de clasă).",1
TVR,Ordonanța care bloca posturile vacante în instituţiile şi autorităţile publice a fost modificată. Se pot organiza concursuri pe o perioadă de șase luni,"""Prin derogare de la dispoziţiile art. 27 alin.(3) din Legea nr.55/2020 privind unele măsuri pentru prevenirea şi combaterea efectelor pandemiei de COVID19, cu modificările şi completările ulterioare, pe o perioadă de 6 luni de la data intrării în vigoare a legii de aprobare a prezentei ordonanţe de urgenţă, se pot desfăşura concursurile pentru ocuparea posturilor şi funcţiilor vacante şi temporar vacante din cadrul instituţiilor şi autorităţilor publice, cu încadrare în sumele aprobate în buget pentru anul 2021"", prevede textul adoptat de deputaţi.",1
TVR,Președintele Klaus Iohannis a promulgat legea care elimină pensiile speciale ale parlamentarilor,"Legea a fost votată în plenul reunit, după ce anterior a primit un raport de admitere cu amendamente. Au fost 357 de voturi în favoarea inițiativei. Cei 30 de parlamentari ai UDMR au spus că sunt prezenți, dar nu votează.",1
TVR,Vicepremierul Kelemen Hunor: Marea majoritate a sporurilor vor fi anulate. Premii pentru cei care au performanţă,"""Marea majoritate a sporurilor trebuie să dispară şi eventual pentru ordonatorii principali de credite trebuie lăsată posibilitatea de a da premii pentru cei care au performanţă, pentru cei care au eficienţă şi atunci se poate diferenţia între oameni care îşi fac treaba aşa cum trebuie. Dar e nevoie de o analiză. Nu se poate face într-o lună de zile o asemenea analiză şi nu se poate prin ordonanţă de urgenţă"", a subliniat Kelemen Hunor.Potrivit vicepremierului, a fost o discuţie lungă în coaliţie pe acest subiect.",1
TVR,"UPDATE Proiectul legii bugetului a fost transmis Parlamentului. Votul final ar urma să fie dat marți, 2 martie","Marți, 23.02.2021, ora 15:00 - Distribuirea Proiectului Legii bugetului de stat şi a Proiectului Legii bugetului asigurărilor sociale de stat pe anul 2021 către parlamentari şi comisii",1
TVR,"Florin Cîțu, în Parlament: Avem un buget echilibrat, credibil, construit în jurul investițiilor. Marcel Ciolacu: Dvs nu vreți nicio reformă, pentru că nu aveți nicio viziune","După ce a fost aprobat de Guvern, bugetul ajunge în această săptămână în Parlament. Cel mai probabil, proiectele de lege vor fi trimise marți către Parlament, a anunțat președintele Camerei Deputaților, Ludovic Orban. De la ora 19.00, Guvernul se reunește în ședință pentru a adopta forma finală, după avizul Consiliului Legislativ.",1
TVR,"Ambasadorii George Maior și Emil Hurezeanu, rechemați de la posturi prin decrete semnate de președintele Klaus Iohannis","Încă 21 de diplomaţi, din state precum Austria, Japonia, Norvegia sau Vatican au fost rechemaţi azi de Klaus Iohannis.",1
TVR,"Prim-vicepreşedintele PSD, Sorin Grindeanu: Vom depune moțiune simplă împotriva ministrului Economiei după dezbaterile pe buget","""În loc să îi ajute, el nu face acum decât să blocheze un program de finanţare de 500 de milioane de euro"", a adăugat el.",1
TVR,"UPDATE Guvernul a aprobat forma finală bugetului pentru 2021, cu avizul Consiliului Legislativ. Legea bugetului de stat și legea bugetului asigurărilor sociale vor fi trimise marți către Parlament","ACTUALIZARE 14.13 ""Guvernul se va întruni într-o şedinţă în cursul acestei seri pentru a adopta forma finală, după avizul Consiliul Legislativ. Se ştie că a venit abia în cursul zilei de astăzi avizul Consiliului Legislativ şi, procedural, chiar dacă nu există o modificare a legii bugetului de stat în urma avizului Consiliului Legislativ, trebuie practic adoptat bugetul în urma avizului Consiliului Legislativ"", a precizat președintele Camerei Deputaților, Ludovic Orban.",1
TVR,"Ministrul Sănătății, luat la rost de Diana Şoşoacă. Senatoarea și-a făcut apariția la Institutul Marius Nasta",Spiritele s-au calmat după ce senatoarea a fost invitată de managerul spitalului să meargă să vadă unitatea mobilă. Toată scena a fost transmisă live de către senatoare pe reţelele de socializare.,1
TVR,"Începe desființarea companiilor municipale făcute de fostul primar al Capitalei, Gabriela Firea. Prima pe listă, Compania turistică București, cu zero venituri","Președintele PNL București, Violeta Alexandru, consideră că aceste societăți erau de fapt locuri în care clienți ai PSD își suplimentau veniturile.",1
TVR,Bugetul pe 2021 - urmează faza pe Parlament. Se anunță discuții aprinse pe tema cheltuielilor publice. Opoziția a pregătit mii de amendamente. O surpriză și dinspre PNL,"Parlamentarii AUR vor ca pentru sănătate să fie alocat un buget de 8% din PIB, iar pentru educație 6%, dar să fie bani suplimentari și pentru investițiile locale.",1
TVR,Proiectul de buget pe 2021 a fost aprobat de Guvern. Cîțu: Bugetul rămâne în parametrii inițiali și merge la Parlament pentru dezbatere,"""Deficitul rămâne acelaşi. Din bugetul general consolidat, cheltuielile totale sunt de 397.515 milioane de lei şi cheltuielile de personal 109.511 milioane de lei. La bugetul de stat, cheltuielile totale sunt de 223.702 milioane de lei, iar cheltuielile de personal sunt 55.834,9 milioane de lei"", a detaliat Florin Cîţu.",1
TVR,“Această afirmaţie este total neadevărată”. Reacția CSM după ce ministrul Muncii a spus că sporurile reprezintă 85% în sistemul de justiţie,"Potrivit CSM, alăturarea în aceeaşi declaraţie a drepturilor de care beneficiază două categorii profesionale, cu specific diferit al muncii, dar cu ""responsabilităţi enorme"" faţă de cetăţeni, nu face nimic altceva decât să adâncească ""în mod nepermis falii, fără a ţine seama de specificul fiecărei profesii"".",1
TVR,Klaus Iohannis: Campania de vaccinare merge foarte bine. Vom avea deja persoana numărul 1.000.000 care va fi vaccinată,"De la începutul campaniei de vaccinare în țara noastră, pe 27 decembrie 2020, au fost administrate 1.240.408 de doze unui număr de 734.928 persoane, dintre care 229.448 cu o doză, iar 505.480 cu doza a doua, potrivit Comitetului naţional pentru vaccinarea anti-COVID (CNCAV), potrivit datelor puse la dispoziţie de INSP prin aplicaţia Registrul Electronic Naţional al Vaccinărilor.",1
TVR,"IICCMER își exprimă dezaprobarea privind validarea ca deputat a domnului Francisc Tobă, acuzat de reprimarea sângeroasă a Revoluției din 1989","„IICCMER dezaprobă ferm acest vot transpartinic. Validarea mandatului de deputat al domnului Francisc Tobă, în ciuda numeroaselor probe care atestă implicarea sa în reprimarea Revoluției de la Sibiu, este o ofensă la adresa memoriei miilor de victime din decembrie 1989”, transmite instituția.",1
TVR,Francisc Tobă - validat de plenul Camerei Deputaţilor. AUR ceruse invalidarea mandatului lui Tobă,"Francisc Tobă, ales pe lista Alianţei pentru Unirea Românilor (AUR) Braşov, a depus apoi jurământul în plenul Camerei Deputaţilor.",1
TVR,"Preşedintele Klaus Iohannis, după întâlnirea cu premierul și miniștrii: Pregătim proiectele pentru Planul Național de Redresare și Reziliență. Putem obține fonduri europene semnificative","Am avut în ultimele zile o serie întreagă de discuții foarte importante și foarte bune cu premierul, cu miniștrii din Guvern, pentru a lămuri câteva chestiuni și pentru a găsi soluții, soluții pentru România, soluții pentru români.",1
TVR,CCR a amânat pronunțarea cu privire la trecerea terenului de la Romexpo la Camera de Comerţ,"""Nu este corect să legiferăm politici publice prin intermediul cărora să poată fi date noi 'tunuri imobiliare'. Unul dintre terenurile care va intra sub incidenţa noii legi este localizat chiar pe Bulevardul Expoziţiei. Dacă se doreşte valorificarea şi dezvoltarea, aici, a unor proiecte imobiliare, ar fi putut fi organizată o procedură transparentă de licitaţie. Susţinem dezvoltarea şi investiţiile, dar nu acordarea cu dedicaţie de terenuri în plină campanie electorală"", declara deputatul Cristina Prună.",1
TVR,Camera Deputaţilor - Moţiunea simplă împotriva ministrului Sănătăţii a fost respinsă,"Procedural, o moţiune simplă împotriva unui ministru nu are efect juridic şi, chiar dacă este adoptată de Parlament, acesta nu este automat demis.",1
TVR,Pensiile speciale ale parlamentarilor au fost eliminate,"Deputat AUR George Simion: ""Nu avem altă opțiune de a vota decât pentru eliminarea pensiilor speciale pentru parlamentari și, sperăm, să ajungem de comun acord, cu toții, la plafonarea pentru alte categorii"".",1
TVR,"Pensiile speciale ar putea fi eliminate mâine sau săptămâna viitoare. Pensia medie specială este de 9.600 de lei, iar cea medie a unui român obișnuit - de 1.500 de lei","Reprezentanții USR-PLUS și cei ai PNL s-au plâns azi că, deși proiectele lor au fost depuse în urmă cu un an și ceva, nu au fost trecute pe agenda Parlamentului, așa încât au trebuit să le redepună astăzi. Pe de altă parte, Opoziția susține că reprezentanții Coaliției de guvernare tergiversează votul asupra pensiilor speciale, că ar fi putut face acest lucru astăzi.",1
TVR,"Preşedintele Klaus Iohannis s-a întâlnit cu Patriarhul Daniel, la Reședința Patriarhală",Nu s-au oferit detalii publice despre discuțiile purtate.,1
TVR,"Președinta Senatului, Anca Dragu: Voluntarii din echipa de comunicare vor fi remuneraţi","Preşedintele Senatului a afirmat luni seară că ""tinerii trebuie să aibă posibilitatea de a căpăta experienţă în instituţiile statului"".",1
TVR,Ludovic Orban: Am sesizat comisiile de cultură asupra rapoartelor TVR şi Radioului public pe 2019; în plen votăm respingerea,"Orban a afirmat că termenul stabilit pentru dezbaterea rapoartelor de activitate în comisii este 1 martie, dar acestea se pot reuni mai repede.",1
TVR,"VIDEO Scandal în Parlament, PSD a cerut ca moţiunea împotriva ministrului Sănătății să fie votată imediat după dezbateri. Solicitarea - respinsă de președinta ședinței, Cristina Mădălina Prună","""Aveţi obligaţia de a supune la vot cererea de modificare a programului de lucru, să dăm votul asupra moţiunii. Plenul este suveran. (...) Orice altceva este ilegal"", a spus Simonis.În replică, liderul deputaţilor PNL, Gabriel Andronache, a anunţat că şedinţa a fost închisă.""Din fericire, doamna preşedinte a declarat închisă şedinţa. Solicitarea dumneavoastră este în afara plenului. Faţă de această situaţie nu ne revine decât să mergem acasă"", a transmis Andronache.Cristina Prună a precizat că a anunţat că dezbaterile au fost finalizate, menţionând că există un program de lucru aprobat.""Am spus că dezbaterile au fost finalizate. V-am dat cuvântul pe procedură. Avem un program de lucru care a fost aprobat. Solicitarea dumneavoastră nu are niciun fel de obiect. Am spus că dezbaterile au fost finalizate"", a adăugat Prună.""Una este să închei şedinţa şi alta să închei dezbaterile. Şedinţa nu a fost încheiată, am făcut o solicitare. Supune-ţi la vot"", a replicat Simonis.Liderul deputaţilor USR PLUS, Ionuţ Moşteanu, a spus, la rândul său, că Biroul permanent a aprobat programul de lucru, iar votul la moţiune a fost stabilit pentru miercuri.După dispute, Cristina Prună a declarat închisă şedinţa.Deputaţii au dezbătut luni moţiunea simplă depusă de PSD, urmează ca votul asupra moţiunii să fie dat în şedinţa de miercuri.",1
TVR,Preşedintele Iohannis va avea o întâlnire cu liderii coaliţiei guvernamentale (surse),Preşedintele Klaus Iohannis a avut până în prezent mai multe întâlniri cu liderii coaliţiei de guvernare.,1
TVR,Cîțu: Oamenii nu înţeleg şi nu ştiu să citească un buget ori vor să facă doar scandal şi atât | Este nevoie de o reanalizare a Legii salarizării,"Premierul Florin Cîţu a declarat, luni, că bugetul alocat Ministerului Sănătăţii pentru acest an este mai mare ca în ultimii doi ani şi a afirmat că sunt mulţi oameni în spaţiul public care ""nu ştiu să citească un buget"" sau ""vor să facă doar scandal"".""Nu este adevărat şi asta arată că avem foarte mulţi oameni în spaţiul public care nu ştiu să citească un buget, este şi o explicaţie pentru faptul că suntem astăzi aici cu România. Sunt foarte mulţi oameni care vorbesc în spaţiul public fără să înţeleagă cum se face un buget, fără să înţeleagă cum se citeşte un buget şi aruncă aceste informaţii. Repet, Ministerul Sănătăţii are 11,43 miliarde de lei, buget mai mare decât anul trecut, un an special, cu cea mai mare criză de sănătate în ultima sută de ani şi am alocat mai multe resurse într-un an în care nu o să avem aceeaşi situaţie, în plus, suntem cu aproape 2 miliarde mai mult decât am avut în 2019, când era un an normal, deci toate aceste discuţii în spaţiul public sunt ori pentru că oamenii nu înţeleg şi nu ştiu citească un buget ori vor să facă doar scandal şi atât, ceea ce este trist, pentru că totuşi noi trebuie să mergem mai departe, economia trebuie să meargă mai departe şi nu trebuie să stăm în fiecare zi să-i educăm pe oameni cum să citească un buget"", a spus Cîţu, la Parlament, înainte de şedinţa Biroului Executiv al PNL.El a afirmat că nu are nicio problemă cu ministrul Sănătăţii şi că acesta nu s-a plâns cu privire la bugetul alocat acestui domeniu.Premierul a subliniat că nu vor fi probleme la plata facturilor.""Am discutat cu toţi, şi cu liderii coaliţiei, cu toată lumea, discutăm şi astăzi. Nu există discuţii. Liderii coaliţiei şi-au asumat un deficit bugetar de 7,16%. (...) A fost publicat bugetul săptămâna trecută pentru a vedea dacă există nevoi în unele zone, s-au identificat unele zone, dar sunt sume mici, câteva credite de angajament. Da, cred că la Ministerul Sănătăţii vor mai fi puse credite de angajament, ceea ce înseamnă că pot să mai facă contracte, dar în rest pentru plata facturilor şi la Ministerul Dezvoltării, şi la Ministerul Transporturilor, şi la Ministerul Sănătăţii banii sunt alocaţi. Nu este nicio problemă. Aşa am avut discuţii şi în anii anteriori şi veţi vedea că nu vor fi probleme la plata facturilor"", a spus Florin Cîţu.",1
TVR,Moţiunea simplă împotriva ministrului Sănătăţii a fost dezbătută de deputaţi. Vlad Voiculescu: Autorii direcți ai dezastrului din ultimii 30 de ani ai sistemului de sănătate sunt PSD și mafia din PSD,"Politicienii și-au aruncat vorbe grele și acuzații din ambele tabere. Social-democrații spun că a fost nevoie de încă o tragedie, cea de la Matei Balș, ca ministrul să facă pași spre rezolvarea unei probleme din sistem, și l-au acuzat că a sabotat campania de vaccinare anti-Covid și de aici a început șirul acuzațiilor. Vlad voiculescu îi consideră responsabili pe cei de la PSD pentru tot ce s-a întâmplat în sistemul de sănătate în ultimii 30 de ani, ba chiar l-a atacat și pe Alexandru Rafila, devenit deputat PSD, despre care a spus că a fost secretar de stat timp de 4 ani și că abia acum a văzut că sunt probleme în sistemul de sănătate. La rândul său, profesorul Alexandru Rafila i-a cerut lui Vlad Vociulescu 10 propuneri de reformă. Ministrul a vorbit și despre proiectele începute în 2016, când a condus Ministerul Sănătății în Guvernul Cioloș, și multe dintre proiecte au fost abandonate sau anulate. Cei de la PSD au vorbit și despre filmul Colectiv și l-au întrebat, sarcastic, pe ministrul Vlad Voiculescu, dacă are de gând să facă un film și despre tragedia de la Matei Balș. Votul pe această moțiune ar urma să fie dat în ședința programată miercuri.",1
TVR,"Instanțe supraaglomerate, din cauza lipsei de personal. O judecătoare de la Roman a murit la 47 de ani, în urma unui anevrism cerebral","Intrările în magistratură sunt blocate, explică judecătorii, din cauza unui unui vid legislativ. Anul trecut, Curtea Constituțională a decis că legea privind organizarea concursurilor o încalcă pe cea fundamentală iar acum, în februarie, PSD a atacat din nou la CCR legea de punere în acord a legislației cu deciziile CCR.",1
TVR,"Mesajele politicienilor și ale instituțiilor, de Ziua Îndrăgostiților",Nici cei Forțele Navale Române nu au uitat de sărbătoare. Așa că au profitat de ocazie și oferit încă un motiv celor care vor să devină marinari militari.,1
TVR,Premierul Cîţu: Am fost felicitaţi la Bruxelles pentru cum am pregătit campania de vaccinare,"El a adăugat că lucrurile funcţionează din ce în ce mai bine, chiar dacă la început au fost unele sincope.",1
TVR,"Premierul Florin Cîţu a explicat alocările din buget. ""Vreau performanță și vreau execuție bugetară""","Florin Cîţu a declarat că toți miniştrii au cerut bani mai mulţi pentru domeniile coordonate, însă el consideră că, de la alocare la execuţia banilor, e drum lung.",1
TVR,"Premierul Florin Cîțu s-a întâlnit cu președinții Comisiei Europene și Consiliului European, în prima sa vizită oficială la Bruxelles","Premierul a arătat că este esențial ca Uniunea să asigure aprovizionarea cu vaccinuri, dar și să garanteze aplicarea unor măsuri de relansare economică și liberă circulație a persoanelor.",1
TVR,"Proiectul de buget pentru anul 2021. Educația primește mai mulți bani, Sănătatea mai puțini ca anul trecut. Unde merg banii","PSD critică acest buget, pe care îl consideră unul al rușinii, austerității și subdezvoltării.",1
TVR,Presadă îşi anunţă demisia din USR: Nu e timpul pierdut pentru apariţia de noi formaţiuni politice,"Presadă mai scrie că se bucură că a făcut parte ""din efortul de împrospătare a clasei politice româneşti"" început în 2016 şi că a putut contribui la promovarea unor teme precum reforma electorală, reforma administraţiei publice, respectarea drepturilor omului.",1
TVR,"Salariile de bază ale bugetarilor rămân în 2021 la nivelul din decembrie 2020; compensarea orelor suplimentare, numai cu timp liber","Alte măsuri prevăzute în anul 2021 vizează: menţinerea cuantumului indemnizaţiei de hrană la nivelul stabilit pentru anul 2020; neacordarea de premii şi a indemnizaţiei de vacanţă prevăzută de Legea-cadru nr. 153/2017; compensarea orelor suplimentare pentru personalul bugetar numai cu timp liber corespunzător, iar pentru poliţişti şi cadre militare se menţin reglementările din anii anteriori care vizează acordarea drepturilor salariale pentru activitatea desfăşurată în zilele de sărbători legale; prelungirea folosirii voucherelor de vacanţă emise în anul 2019 şi anul 2021 până la sfârşitul anului 2021 şi suspendarea emiterii de vouchere de vacanţă pentru anul 2021.",1
TVR,"Diana Șoșoacă, fără sprijinul partidului AUR","DAN TANASĂ, deputat AUR: ""M-a deranjat acel episod în care doamna Şoşoacă transmitea live pe Facebook de la o paranghelie cu lăutari, într-un spaţiu închis, fără măşti şi fără a respecta distanţa fizică între persoane. Gestul îl consider incompatibil cu statutul de demnitar"".",1
TVR,"Iohannis: Avem o șansă să terminăm cu această pandemie, dacă ne vaccinăm. Vă invit pe toţi să mergeți să vă vaccinați, atunci când vă vine rândul","Președintele a făcut apel la respectarea, în continuare, a măsurilor impuse de pandemie: ""Respectați restricţiile, purtați mască, distanțare, respectați toate măsurile care sunt în vigoare.""",1
TVR,"Iohannis: Situația este bună, peste 2 milioane de elevi au reînceput fizic școala. Cu cât respectăm restricțiile, cu atât mai bine se va desfășura școala față în față","”Peste 2 milioane de elevi au reînceput fizic școala de luni, peste 70% din totalul elevilor din România. Ceilalți au rămas în online”, a precizat șeful statului.",1
TVR,"Premierul Cîţu, în vizită de lucru la Bruxelles. Va avea întâlniri cu preşedinţii Consiliului European şi Comisiei Europene","Şeful Executivului mai are programate întâlniri oficiale cu comisarul european pentru transport, Adina Vălean, şi cu secretarul general adjunct al NATO Mircea Geoană.",1
TVR,"Peste 19 milioane de lei, subvenţii virate partidelor în februarie, anunță Autoritatea Electorală Permanentă","Au primit subvenţii şi Partidul Mişcarea Populară - 399.741,50 lei, Partidul Libertate, Unitate şi Solidaritate - 1.434.651,36 lei şi Partidul Pro România - 288.821,10 lei.",1
TVR,Dispute pe scena politică legate de sporurile din sistemul bugetar,"Sporul pentru calculator, de exemplu, se încadrează la condiții vătămătoare și poate ajunge până la 15% din salariul de baza. Dar există și spor de consemn la domiciliu, suprasolicitare neuropsihică sau de muncă în ture.",1
TVR,Starea de alertă pe teritoriul României se prelungește cu 30 de zile,"""Se propune prelungirea stării de alertă pe întreg teritoriul național, pentru o perioadă de 30 de zile, începând cu data de 12.02.2021"", prevede Articolul 1 al Hotărârii.",1
TVR,Senatoarea Diana Șoșoacă a fost exclusă din partidul AUR. Copreședintele AUR: Am dat-o afară din motive de indisciplină și pentru că s-a umplut paharul. Nu știe să se poarte!,"Copreședintele AUR, Claudiu Târziu: ""Am dat-o afară din motive de indisciplină și de nerespectare a codului de conduită parlamentară. Pe direct, pentru că nu știe să se poarte. Și pentru că s-a umplut paharul. Avem prețuire pentru anumite calități ale ei, am prevenit-o la derapaje, am primit promisiuni că nu se vor mai repeta, dar ea a continuat, și în dauna relațiilor de partid, inclusiv în interiorul partidului"".",1
TVR,"Premierul Florin Cîțu: Vom pune în dezbatere publică bugetul pe 2021 în seara aceasta sau mâine dimineață. Deficitul bugetar estimat este de 7,16% din PIB. Nu există nici o divergență în coaliția de guvernare","Deficitul bugetar estimat este de 7,16% din PIB. Deficitul ESA, evaluat de Comisia Europeană, va fi de aproape 8,2% din PIB, față de 9,1% din PIB. Cei de la Comisie nu sunt foarte fericiți cu această ajustare de sub un punct, a anunțat premierul.",1
TVR,Orban: Nu s-a luat nicio decizie legată de sporuri; studenţii vor avea gratuitate pentru călătorii,El a adăugat că studenţii vor avea în continuare gratuitate pentru călătoriile de pe rutele dintre localitatea de domiciliu şi cea în care îşi efectuează studiile.,1
