author,title,translation,label
TNR,Măsuri draconice în Mexic. Sombrero este obligatoriu în toate spațiile deschise,"„Se vorbeşte despre un sombrero cu diametrul de cel puţin 50 cm şi grad de protecţie FFP2. L-am măsurat pe al meu, e la limită. Sper să nu vină cu reguli şi mai stricte, de exemplu să-i iau sombrero şi măgarului meu”, spune Gomez Lopez, vânzător ambulant de enchiladas din statul Sinaloa.„Insolaţia şi coronavirusul merg mână în mână – un organism bătut de soare are rezistenţa mult scăzută în faţa infecţiilor virale de orice fel. Probabil de aceea se insistă pe celebra pălărie cu boruri largi”, a speculat Decebal Xiao, expert OMS.",0
TNR,"Păcănelele, deschise la 30% din capacitate. Poate să-ți pice maximum o lămâie","„Ştiţi cum se spune: când viaţa îţi dă lămâi, faci limonadă. Când nu-ţi poate da decât o singură lămâie, mai bagi un jeton, cine ştie, poate-poate, totuşi…”, a comentat Viorel, campionul en titre al Sectorului 2 la păcănele-viteză.„Mai nasol e la ruletă, că ai numa’ treime de bilă şi nu prea se învârte”, spune un împătimit al cazinourilor.",0
Calin,"Pentru că nu mai știe nimeni cine era Bolyai, UBB se va numi Babeș-Bölöni","„Majoritatea studenților recunosc sincer că habar n-au cine-a fost János Bolyai, însă e neplăcut că 28% dintre ei cred că Bolyai este cel care a inventat boiaua de ardei, iar 4% nici măcar nu știu că enume de persoană, cred că e nume de obiect. Așa că n-avem încotro și vom schimba numele universității noastre în Babeș-Bölöni“, a anunțat rectorul UBB.El este convins că numele Bölöni este cel mai potrivit. „E tot un nume unguresc, începe tot cu B, deci practic e ca și cum nu l-am schimba“, spune rectorul. „Mulți nici nu-și vor da seama de schimbare. Iar cei cere-și vor da seama vorfi fericiți, că măcar de Bölöni au auzit și eu, nu ca de Bolyai.“",0
Calin,"Carnavalul din Rio, anulat! Rareș Bogdan și-a luat degeaba costumul de samba","„Am cheltuit zeci de mii de euro ca să mă pregătesc pentru acest festival“, a explicat Rareș Bogdan. „Costume speciale pentru festival, farduri în toate culorile, cursuri de samba, cursuri de limba braziliană – câte și mai câte. Eu cum îmi mai recuperez banii ăștia dacă festivalul s-a anulat? Sunt nevoit să-i dau în judecată pe cei care l-au anulat.“Rareș Bogdan este confirmat și de coregraful său perosnal. „Anul ăsta trecuse deja la un alt nivel, că s-a antrenat foarte mult în pandemie“, l-a lăudat acesta. „Și putea să țină până la opt pene în cur fără nici un fel de accesoriu ajutător. Și nu doar că le ținea, dar le și putea mișca pe diverse acorduri de dans. E uimitor ce poate face când își bagă penele în cur.“",0
Calin,Kelemen Hunor intervine în scandalul Cărtărescu-Olivia: ”Corect se spune draghe”,"„Amendoi s-a exprimat greșit, pentru che nu se spune nici «dragei», nici «dragii». Corecte este «draghe»“, susține Kelemen Hunor. „Observat greșeala ăsta la mulți români și nu ințeleg de ce nu se vorbește corect. Pare che ei nu făcut limba română la școală, ca mine. Pote ar fi bine să mai pună mâna pe o manual de gramatică din când în când.“Pe de altă parte, liderul UDMR spune că nu are o problemă cu Cărtărescu, că oricui i se mai întâmplă să mai greșească, însă nu înțelege reacția Oliviei Steer, care a simțit nevoie să-l corecteze pe scriitor. „Din păcate nu pot se spun che părere am despre Olivia, că me amendează Csaba Asztalos pentru discriminarea femeilor“, a explicat Kelemen.",0
Calin,"Un chel abia așteaptă deschiderea restaurantelor, că doar acolo mai vedea și el păr","„Colecția mea de fire de păr stragnează de aproape un an de zile“, s-a plâns chelul. „Mi-am gătit și eu de multe ori acasă, dar niciodată n-am avut bucuria de a da peste păr în mâncare. E un cerc vicios aici: chel fiind, n-am cum să găsesc păr în mâncarea gătită de mine, deci sunt condamnat să rămân chel.“Chelul bucureștean spune c-a ajuns să caute fire de păr pe stradă, dar rezultatele sunt dezastruoase. „După ce că se găsesc foarte puține, nici nu știi niciodată dacă ce-ai găsit tu e păr uman sau de câine sau pisică. Așa că ajungi să-l arunci. Măcar la restaurant știi o treabă, ăla sigur e păr de om“, spune acesta.",0
TNR,"A apărut primul somelier pentru săraci, care poate vorbi ore întregi despre Babanu","„Lumea vinurilor de masă, aşa-numitele ‘pastilate’, universul drojdierilor din gară – toate astea sunt fascinante şi merită studiate atât antropologic, cât şi oenologic”, reuşeşte să bâiguie Monsieur Aurel, trăgând încă o duşcă din bidonul de Babanu la 3 litri.„Priviţi, de exemplu, irizaţiile oranj ale acestui Babanu din 2012, un an foarte bun pentru Babanu. Terroir-ul îi dă parfumul specific, de motorină şi panseluţe, în timp ce cisterna cu care a fost adus la fabrică, ‘la cisterne’, cum i se spune în Bordeaux, îi dă corpolenţă şi un buchet discret de Viceroy roşu”, adaugă somelierul tecucean, care organizează săptămânal degustări profesioniste la preţuri foarte convenabile, de 3-4 lei/participant, într-un birt privat dintr-o comună de lângă ‘Cetatea muştarului’.",0
TNR,"Dani Mocanu s-a lăsat de cântat. Smiley, Delia, Tudor Chirilă, ce mai așteptați?","„Să se ducă şi ei la mănăstire şi să ne lase în pace, ce, Dani Mocanu cum a putut? Ăla om serios, a spus o chestie, s-a ţinut de cuvânt”, spune Grigore, un internaut de 43 de ani din Tecuci. „De fapt, acum că mă gândesc, puţini au curajul lui Dani. Şi ăla cânta prost, da’ măcar o făcea lângă un leu fioros!”„Eh, ştii cum se spune. Dumnezeu îi ia la el numai pe cei buni! Dani Mocanu era printre ăia buni, de-aia pleacă de pe youtube ca să ajungă în trending printre oamenii Bisericii. Estimez că în doi-trei ani îl depăşeşte pe celălalt Dani”, adaugă Sanda, 29 de ani, din Odobeşti.",0
Eftimie,"Explozie de threesome în București, din cauza frigului","„Marele avantaj al sexului în trei e că oamenii sunt construiți special pentru sexul în doi așa că al treilea, când ia o pauză, poate să tragă pătura peste ceilalți, să dârdâie de la orgasme nu de la frig”, explică Aurel Ciocoiu, un bucureștean din sectorul trei care face threesome cu nevasta și un prieten bun de-al ei de la muncă.Chiar și primarul orașului, Nicușor Dan, a explicat avantajele sexului între mai multe persoane. „După cum știți, în Occident, la Bruxelles de exemplu, sunt temperaturi de 19 grade în locuințe și ați auzit ce orgii se încing acolo. Nu doar oamenii de rând, până și oficialitățile cum ar fi europarlamentarii se implică”, a spus acesta.",0
Vasile,"Bilanț. În 2020, românii au înghițit 35 de milioane de cipuri din parizer","„În anul care s-a încheiat, rapoartele mele arată că în România s-au înghiţit 35 de milioane de cipuri doar din parizer. Un singur clic aici, în interfaţa psihotronică 5G, şi pot să citesc gândurile tuturor şi să-i teleghidez. Am armata mea personală. De români, e drept, da’ totuşi”, a explicat Bill Gates.„Da, chiar şi pe Şoşoacă am cipat-o de n-are treabă. Ce, credeţi că nu ştie să aprecieze o felie zemoasă, spongioasă de parizer?”, s-a hlizit fondatorul Microsoft, punând la cale şi alte planuri malefice.",0
Calin,O firmă germană caută 40 de bășinoși pentru divizia de testare a lifturilor,"„Standardele germane presupun să testăm lifturile în absolut toate situațiile imaginabile, iar comportamentul liftului când este asediat de bășini este vital“, spun oficialii companiei. „Așa că avem nevoie de bășinoși cât mai variați, atât bărbați, cât și femei, care să ne poată oferi o gamă cât mai variată de bășini. Încercăm să abordăm problema bășinilor exhaustiv.“Nemții spun că pentru jobul de bășinos pot aplica inclusiv persoane care n-au un CV stufos în domeniu. „În cadrul programului nostru de training putem transforma pe oricine într-un mare bășinos. Este nevoie doar de voință și, bineînțeles, de o dietă corectă“, spun specialiștii în resurse umane ai firmei.",0
TNR,Fotogalerie! 5 sugestii geniale de colantare a autobuzelor STB,"Cu plăcere, Nicușor Dan!",0
Calin,Vești bune! S-a deschis Hotelul de Gheață de pe strada Bâlea din București,"„Munții Făgăraș sunt frumoși, dar nici strada Bâlea din Sectorul 4 nu e mai prejos“, spune primarul Daniel Băluță. „Desigur, ne-a ajutat foarte mult primăria generală cu acest proiect, oprind complet căldura în bloc, însă important e că avem cu ce atrage turiștii. Trebuie doar să scoatem locatarii înghețați bocnă din clădire și hotelul va fi gata să primească turiștii.“Dacă e să ne luăm după cel care a avut ideea să facă un hotel de gheață pe strada Bâlea, Bucureștiul are potențial să devină capitala mondială a hotelurilor de gheață. „Orice bloc din București poate deveni un superb hotel de gheață dacă locatarii stau toți măcar vreo trei zile cu geamurile deschise. Noi așa am făcut“, a explicat acesta.",0
Eftimie,Faima ei a trecut oceanul! Șoșoacă va juca într-un film alături de Viorel Lis,"„Scenariul este încă în faza de draft, dar câteva detalii au ieșit la iveală. Personajul interpretat de Viorel Lis este un mizantrop ce trăiește într-o mlaștină și joacă păcănele. Autoritățile vor să-i confiște mlaștina, dar acesta reușește să negocieze să fie lăsat în pace, cu condiția să aducă o prințesă extrem de nevaccinată dintr-o altă țară. Viorel Lis pleacă în călătorie însoțit de măgarul său credincios și o salvează pe Șoșoacă din temnița în care era ținută. Pe drumul de întoarcere ajunge să se îndrăgostească de ea și, într-un final, să se căsătorească”, explică Manohla Dargis, film editor la NewYorkTimes.Evident că dragostea lor nu este una simplă și cei doi trebuie să depășească multe obstacole, fizice sau de ideologie, pentru a fi împreună, dar dragostea învinge de fiecare dată. Filmul va avea numeroase efecte speciale, întrucât este prevăzută și o scenă în care Șoșoacă învinge un grup de useriști folosindu-se de puterile sale de karate.",0
Vasile,Frig crunt în casele românilor! Până şi Trăistariu şi-a pus chiloţii,"La Constanţa, de pildă, e atât de frig în case încât până şi cântăreţul Mihai Trăistariu s-a înfofolit, acesta fiind văzut la geam purtând chiloţi, posibil chiar din ăia fără şliţ.„Dacă până şi Trăistariu a trecut la ţinuta de iarnă, e clar că sunt vreo zece grade în casă”, se plânge vecinul de vizavi al artistului. „Îl ştiu de ani de zile, n-a mai pus chiloţi pe el de la gerul ăla mare din ’99, când a îngheţat şi marea. În casă, zic, că afară îi mai poartă, are şi el decenţa lui.”",0
Calin,Brăilenii au întins o sârmă între pilonii podului și își usucă rufele acolo,"În mod simbolic, sârma a fost inaugurată de prefectul de Brăila, care și-a pus la uscat o pereche de chiloți. Luat prin surprindere, primarul din Brăila n-a adus nicio rufă pentru uscat, dar a improvizat: și-a dat jos maioul, l-a spălat puțin în Dunăre, după care l-a întins pe sârmă.Prefectul Brăilei a anunțat că a chemat oficialii Cărții Recordurilor, ca să omologheze cea mai lungă sârmă de uscat rufe din lume. „Nimeni pe planetă nu se poate lăuda că o sârmă de uscat rufe de 1.120 de metri“, exultă prefectul. „Însă cea mai mare bucurie este că i-am umilit pe gălățeni, că la ei cea mai lungă sârmă de rufe are doar câțiva metri, ca la ultimii înapoiați.“",0
Calin,"Ce m*iști! Românii vaccinați poartă mască, că nu vor să dea imunitate și la alții","„Nu vreau să dau imunitate la alții“, se justifică un vaccinat. „Doar eu știu cât m-am chinuit să mă programez la vaccinare, pe urmă stat la coadă și toate alea. Și apoi să-i dau eu imunitate la unu care doar trece pe lângă mine pe stradă? Nu, în niciun caz! Să se chinuie și el cu programarea, dacă vrea imunitate.“Pe piața neagră, o mască folosită de un vaccinat a ajuns să coste și 2.000 de euro. Cei mai serioși vânzători atașează și un certificat din care reiese că masca este contaminată cu imunitate la Covid, lucru care mai urcă prețul cu câteva mii de euro",0
Vasile,Un instalator nu poate repara chiuveta pentru că a primit iPhone în loc de șuruburi,"În urmă cu câteva zile, acesta a achiziţionat o cutie de şuruburi pentru a monta o chiuvetă la domiciliul unui client. Nu mică i-a fost uimirea când a deschis cutia şi, în locul şuruburilor mult dorite, a găsit ultimul model de iPhone.„Ce să fac cu ăsta? Să mă uit la el? Nu poţi înşuruba nimic cu un iPhone. Să-l folosesc ca telefon, păi nu cred că ar rezista trei zile în mediul umed şi periculos în care lucrez eu. Mă rog, în care lucram pe vremea când aveam şuruburi”, se plânge Strugurel, care încă foloseşte un Nokia 3310.",0
Calin,Dana Budeanu i-a dedicat lui Eminescu poezia „Fătălău-Frumos din lacrimă“,"„Cobori în jos, Fătălău-Frumos/ Alunecând pe-o rază/ Pătrunde-n casă și în gând/ Și viața-mi luminează!“ sau „La steaua care-a răsărit/ E-o cale-atît de lungă,/ Că mii de ani i-au trebuit/ Fătălăului să ne-ajungă“ sunt doar câteva din versurile dedicate de Dana Budeanu lui Mihai Eminescu.Vedeta nu putea rata ocazia de a o ataca pe Veronica Micle, marea iubire a lui Mihai Eminescu. „Nu înțeleg ce-a văzut la amețita aia. Dacă era poet mafiot, nu umbla după ea. Păi Veronica Micle stătea toată ziua cu fătăloaicele ei și-l bârfea pe Eminescu. Chiar nu înțeleg ce-a văzut la fătăloaica aia“, a spus Dana Budeanu.",0
Ionut,"E ziua poetului nostrul național. La mulți ani, Flick Domnul Rimă!","”Mulți au încercat, și mai mulți au eșuat”, rostește mândru Flick, creatorul erou în lupta cu cuvântul, al cărui univers poetic e dominat de lucrurile care contează, nicidecum de noțiuni abstracte, care obosesc mintea și te fac să urăști cartea.Ziua a fost marcată și de cel mai mare critic literar român, Decebal Popescu, printr-un catren omagiu: ",0
Vasile,Înscrierile au explodat după ce s-a anunţat că vaccinații primesc un magnet de frigider,"„E adevărat. M-am vaccinat în această dimineaţă şi am primit un magneţel cu ‘Ministerul Sănătăţii’, numai bun de pus între ăla cu Thasos şi ăla cu Sovata”, a scris un medic din Tecuci pe facebook, provocând un val de înscrieri printre colegii dornici să obţină şi ei preţioasa amintire magnetică.Potrivit mai multor surse oficiale, în unele părţi ale ţării au loc deja revolte ale cetăţenilor supăraţi că doar personalul medical are, momentan, acces la magneţii de frigider gratuiţi.",0
Calin,"Marian Godină, în carantină pentru două săptămâni. A luat râie de la alpaca","Marian Godină spune că va profita de perioada asta ca să scrie o carte, Amintiri din poliție. „Vreau să aștern pe hârtie incidentul cu pupăza care mă trezește în fiecare dimineață, indiferent dacă am sau nu intervenție cu mascații, dar și povestea cu interlopii pe care i-am alergat prin lanul de marijuana, de am culcat-o pe toată la pământ. Și câte și mai câte“, a promis polițistul.Așa că Marian și-a mutat deja laptopul în poiată, acolo unde-și va petrece cele două săptămâni de izolare, și s-a apucat de scris. Din păcate pentru el îl are la dispoziție doar câteva ore pe zi, în restul timpului fiind folosit de alpaca Pablo, care consideră că e mai important să-și administreze pagina de Instagram decât să-și scrie Godină noua carte.",0
Calin,Județul Neamț a câștigat Cheile Bicazului în instanță și azi le-a pus pe Olx,"Oficialii județului Neamț spun că ei oricum nu și-au dorit niciodată Cheile Bicazului, dar s-au implicat în procesul cu județul Harghita doar ca să-i oftice pe unguri. „Și decât să le ținem așa, fără motiv, mai bine le vindem și din banii luați punem termopane noi la primărie – iar dacă mai rămân, sporuri la toată lumea“, spune prefectul de Neamț.Și se pare că anunțul de pe Olx s-a dovedit inspirat pentru județul Neamț, care a reușit să vândă Cheile Bicazului după doar câteva ore . Ele au fost cumpărate de județul Vâlcea, care se chinuie acum să găsească o soluție ca să mute Cheile Bicazului cu totul în județ. Deși unele surse susțin că Vâlcea le-a cumpărat doar ca să le vândă ungurilor din Harghita la un preț dublu.",0
Ionut,"Loredana, în patrimoniul UNESCO. Are fațadă istorică și nu mai poate fi demachiată","Ca să fie protejată de intemperii, fața Loredanei va fi acoperită permanent cu un celofan și lângă ea va sta un paznic Scorseze, ca s-o apere de posibile vandalisme, gen spălat pe ochi. Potrivit legii, Loredana are voie să se spele pe dinți de două ori pe an, în prezența unui arheolog, care se va asigura că nu se distruge nimic din straturile de tencuială de pe fața ei.Experții spun că acum că e inclusă în UNESCO fațada Loredanei va putea fi vizitată mulți ani de acum înainte, pentru că va rămâne complet neschimbată câteva secole, timp în care vedeta va continua să pretindă că are 18 ani, deși e o babetă.",0
Calin,"Chelneriţa de la Ape îi ia apărarea lui Orban: „A terminat, totuşi, o facultate“","„Da, nu a muncit niciodată în viața lui, nu știe absolut nicio meserie, dar a terminat, totuşi, o facultate“, l-a lăudat chelnerița pe Ludovic Orban. „Dacă ar fi muncit imediat după terminarea facultății acum ar fi putut ajunge un profesionist în domeniul lui, dar dânsul s-a sacrificat pentru țară: n-a învățat nicio meserie și s-a făcut politician.“Mai mult, chenerița de la Ape spune că Ludovic Orban este unul dintre cei mai decenți bețivi pe care i-a servit. „Dacă alții fac scandal când se îmbată, dânsul e de-o eleganță ieșită din comun: în loc să urle, își scoate chitara și îi încântă pe ceilalți meseni cu cântece de munte. Mulți au cântat Râpa în barul în care am lucrat, dar niciunul așa frumos ca domnul Orban“, a spus chelnerița.",0
Calin,Cel mai sexy ministru! Toate româncele sunt moarte după Drulă,"Mai mult, repondentele au spus că le place de Drulă și dimineața, și la prânz, și seara, ba chiar și toată noaptea. Iar dacă ar fi ceva de îmbunătățit la Drulă, probabil ar fi un singur lucru: să fie mai mare, mai înalt – eventual chiar și puțin mai rotofei, fiind considerat cam subțire de unele femei.Pasiunea româncelor pentru ministrul Transporturilor este atât de mare încât unele au recunoscut cu sinceritate că au Drulă pe baterii în dormitor, cu care se bucură de momente speciale ori de câte ori au ocazia.",0
Vasile,"Pentru că toată lumea cerea transparenţă, Cîţu a purtat azi un maiou de plasă","„Cel mai nasol la maiourile de plasă e când ţi se încurcă un fir de păr de pe piept în ochiurile plasei. Doare ca dracu. Dar trebuie să arătăm că pentru naţiunea română suntem gata să îndurăm orice chin”, a precizat Cîţu.„Partea bună e că lasă sfârcurile să respire, practic am mai bifat o măsură de relaxare.”",0
Eftimie,"Voiculescu, acuzat că a făcut public birtul din Lehliu unde bagă mici generalii","„Doar un om extrem de retardat, genul ăla căruia-i curge scuipat din gură, ar crede că Voiculescu a dezvăluit mare secrete cu unități militare, în condițiile în care zilnic deasupra noastră trec vreo 40 de sateliți militari de la vreo 7 națiuni diferite. Nimeni nu poate fi atât de prost și încă viu. Nu, problema e că s-a aflat unde-s micii ăia buni pentru generali. Și, repet, cine spune că Voiculescu a dezvăluit alte secrete militare sau ale serviciilor este foarte, foarte prost”, explică expertul militar Decebal Popescu.Birtul din Lehliu unde snt micii ăia buni a fost multă vreme subiect de legendă, cam ca Laserul lui Coandă sau invazia rusă prin Bucovina din 1968. Acest secret bine păzit era accesibil doar celor mai slinoși și burtoși generali ai armatei române, și doar după urma de unsoare de pe buze în timp ce dădeau declarații la televizor puteai să știi că-i cunosc tainele.",0
Calin,Drulă a găsit nereguli grave la Metrorex: „S-a făcut metrou în Drumul Taberei“,"„Nu înțeleg ce-a fost în capul lor? De ce să faci metrou într-o zonă care n-are nicio legătură cu Bucureștiul? De ce în Drumul Taberei și nu la Ciorogârla sau Bragadiru, dacă tot îl faci în afara orașului? Nu-mi vine să cred că avem metrou în Drumul Taberei, iar noi încă avem zone în București fără metrou. E incredibil!“La fel de șocat a fost și primarul Capitalei, Nicușor Dan, care a descoperit că Drumul Taberei a fost alipit ilegal la București și este considerat, în acte cel puțin, ca făcând parte din oraș. „Am verificat de mai multe ori și da, din păcate Drumul Taberei este considerat cartier bucureștean“, a anunțat Nicușor Dan.",0
Calin,AUR acuză că firmele dacice nu sunt primite la licitațiile pentru tuneluri,"„Am crezut că-mi pleznește o venă când am văzut că tunelul de pe viitoarea autostradă Pitești-Sibiu va fi făcut de o firmă austriacă“, s-a plâns liderul AUR. „Nu se mai poate așa ceva! Toate licitațiile trebuie anulate și repetate. Am informații clare că firmele dacice nu au fost lăsate până acum la licitațiile pentru tuneluri. E obligatoriu să participe și ele!“George Simion spune că firmele dacice pot termina un tunel cu de până la 174 de ori mai repede decât orice firmă străină. „Dacii au făcut kilometri întregi de tuneluri cu tehnologia de acum 2.000 de ani, deci probabil azi le-ar lua câteva ore ca să facă un tunel de un kilometru prin munți“, este convins liderul AUR.",0
Ionut,Judecătoarea blestemată de Udrea s-a trezit cu Băsescu la ușă,"Deși nu știm precis cum suna blestemul, se pare că Băsescu avea un plan bine gândit. ”Am venit să-ți spun un vers și să ți-o dau ca la Anvers”, ar fi exclamat Băsescu în fața judecătoarei, cu șlițul desfăcut, după care ar fi avut un acces de râs, tipic fostului președinte.”Ia zi, vrei să vezi ce înseamnă rău de mare?”, ar fi întrebat-o Băsescu. Drept replică, magistratul l-a întrebat dacă a venit în legătură cu un verdict și Băsescu i-a spus că da, și că are un verdict cât o mână de copil. Judecătoarea i-a făcut plângere Elenei Udrea pentru blestem: ”A zis să simt și eu ce-a simțit ea și nu-mi convine, n-o să uit prea curând damful ăla de băutură”.",0
Eftimie,"Parlamentarul Goro de la UDMR, prins votând la patru mâini!","Reprezentanții PSD au cerut renumărarea votului și au amenințat că vor contesta legea Bugetului la Curtea Constituțională. „Este clar că prin votul la patru mâini s-a fraudat efectiv procesul de vot. Regula este un parlamentar, un vot. Constituțional, d-l Gabor Goro are încredințat un mandat, nu patru, nu poate vota în numele altora. E simplu”, a explicat Marcel Ciolacu.Deputatul UDMR nu este pentru prima oară în atenția presei pentru acțiuni controversate. În urmă cu 10 ani au apărut filmări cum a bătut și torturat pe cetățeanul rrom cu pălărie Kung Lao, rupându-i ambele brațe din umăr. „Fatalitate!”, a comentat sec la acea vreme Cristian Tudor Popescu într-un editorial care a fost destul de popular. Gabor Goro a fost pus sub acuzare pentru acel incident și a fost condamnat la doi ani închisoare pentru vătămare corporală și tentativă de omor. Sentința însă nu este definitivă și un nou termen este stabili pentru luna mai, la Înalta Curte de Casație și Justiție. Chiar dacă va fi condamnat, deputatul beneficiază de imunitate și parlamentul trebuie să aprobe arestarea acestuia.",0
Vasile,Scandal pe buget în Parlament! Cineva n-a pus bani la cheta pentru pizza,"„În momentul sosirii livratorului s-a constatat că lipseau trei lei, deşi teoretic trebuia să avem suficient, plus ciubuc”, explică un senator USR care a filmat întregul scandal şi l-a postat în 42 de episoade pe contul său de Tikitoki.„Au început să dea vina unii pe alţii, cei de la PNL îi acuzau pe cei de la PSD că sunt chitroşi şi se fofilează, cei de la PSD jurau că i-au pus lui Orban pe Revolut toţi cei 50 de lei… Până s-au liniştit apele, s-a răcit pizza. Acum mâncăm pizza rece. Pentru asta au murit oameni la Revoluţie?”, se plânge Talpă Scorţoasă, deputatul minorităţii amerindiene.",0
Ionut,PSD Tineret acuză USR Tineret că le-a copiat părerea despre copiat,"Dan Barna și Ciolacu au intervenit și au dat o declarație comună, ca să-i tempereze pe tinerii din partide: ”Să ridice piatra acela care și-a făcut licența pe bune”, moment în care s-a făcut liniște în ambele partide. Cele două partide se ceartă acum pentru că vor să-i coopteze pe cei 45 de exmatriculați, tineri care au dovedit deja că au un viitor în politică.Ca să arate cât de progresiști sunt, PSD le-a oferit copiatorilor de la Drept posturi de subprefect, dar USR a plusat și le-a promis că vor fi toți consilierii lui Barna și că vor avea toate șansele să fie în funcții de conducere prin filiale, ca membri ai Team Barna. Ciolacu l-a sunat disperat pe Barna: ”Dane, mai lasă-mi și mie ceva. Voi îi luați pe toți ăștia descurcăreți, nu e corect”, spun surse din USR.",0
Eftimie,"După blocarea lui Șoșoacă, Rareș Bogdan a rămas singura femeie isterică de pe Facebook","Spre deosebire de Șoșoacă, Rareș are un băiat care-i scrie textele și în felul acesta mesajul habarnist, protocronist și revoluționar tâmpit se mai diluează un pic. Dar nu schimbă aroma de discurs de precupeață care a citit două cărți și două articole pe medium.com care face genul ăsta de discurs atât de savuros.Pe de altă parte Rareș Bogdan nu este un sărăntoc și-și permite și niște advertoriale nemarcate prin presa de flămânzi, așa că poate să se exprime și dacă va fi suspendat de pe Facebook că este prost. Totodată, europarlamentarul încă mai are acces la televiziuni cu audiență de 0% care l-ar primi cu dragă inimă să ocupe locul rămas liber de șomerul analist politic al zilei care n-a putut ajunge la emisiune că l-a prins administratorul pe casa scării și i-a cerut întreținerea.",0
Ionut,"Colonelul Gheorghiță Pristanda: ”Pe onoarea mea, am vaccinat 2 milioane în cap!”","Jignit, Gheorghiță ar fi enumerat dozele: ”400.000 de doze la Mapn, 800.000 de doze la MAI, 500.0000 de doze la soldați, 100.000 de doze la școlile de fete, 200.000 la școlile profesionale, 500.000 la primării, 800.000 la prefecturi, 2 milioane de vaccinați în cap, coane. Poate așa, să se fi spart 3-4 doze, or mai fi rămas pe fundul flaconului”, ar fi argumentat rapid Gheorghiță.Degeaba i s-a spus: ”Gheorghiță, le-ai mai numărat o dată pe alea și numeri prost”. Micile inadvertențe de comunicare făcute de colonelul Gheorghiță au fost puse pe seama ”fameliei mari, renumerație după buget mică. Vai de mine, coane, pe onoarea mea, 2 milioane de vaccinați în cap!”",0
Calin,Republica Moldova a vândut vaccinurile primite din România ca să-și ia băutură,"„Am zis, totuși, să nu-l aruncăm, așa c-am luat câteva guri din el“, a povestit un oficial moldovean. „Dar e extrem de amar, gustul e nasol și nu poți să-l bei. Noi bem cam orice, dar vaccinul ăsta chiar e înfiorător de prost. L-am îndoit și cu apă, l-am tras și prin pâine, dar degeaba, că tot nu era bun de băut.“Noroc cu un consilier cu viziune, care a scos vaccinul la vânzare pe OLX-ul moldovenesc. „După două ore am primit o ofertă de la ucrainieni. Proștii ne-au oferit două cisterne de vodcă pe vaccinuri, noi am cerut cinci, iar până la urmă ne-am înțeles la trei cisterne. Deci a ieșit bine până la urmă, mulțumim România“, a spus oficialul moldovean.",0
Eftimie,Tragic! Șoșoacă s-a clonat ca să participe simultan la mai multe scandaluri,"„La noi a venit de trei ori pentru clone, e un client bun care plătește cu banul jos. I le-am făcut așa cum și le-a dorit, la aceleași dimensiuni și capacități vocale, deși, dacă vreți să știți, noi facem și clone mai tinere și mai aranjate un pic, să nu arate ca și cum ar fi venit de la piață. Dar, clientul nostru, stăpânul nostru”, a declarat Decebal Decebal Popescu, președintele institutului.Singura problemă este legată de procesul de clonare, care nu poate învinge legile firii și astfel fiecare clonă este din ce în ce mai degradată în comparație cu originalul. Specialiștii estimează că dacă se mai clonează de 5-6 ori, ultima clonă din generație va fi un macac care se va cățăra în copaci și va arunca cu fecale în trecători.",0
TNR,Șoșoacă acuză: „E plin de homosexuali în AUR. Niciunul nu mi-a cedat avansurilor!”,"O dovadă clară în acest sens, spune Şoşoacă, e că n-a reuşit să îi seducă, oricât de sexi s-ar fi îmbrăcat.„Oamenii ăia suferă de o homosexualitate furibundă. Cum să refuzi aşa o piesă?”, a comentat Şoşoacă în timp ce se admira în oglindă, muşcându-şi buza şi ridicându-şi senzual fota şi catrinţa din lână groasă ca să dezvăluie câţiva centimetri de pulpă neaoşă, românească.",0
Calin,Șantaj! Șoșoacă are poze dezgustătoare cu ea și sute de membri AUR,"Iar revendicările Dianei Șoșoacă nu se termină aici. Ea nu vrea doar să revină în AUR, ci și să devină președinte al formațiunii. În plus, fiecare membru AUR va trebui să-i prezinte personal scuze, dar nu verbal, ci sub forma unei porții generoase de mici.George Simion spune că nu va ceda șantajului și că nu îi este frică de Diana Șoșoacă. Declarația lui se bate însă cap în cap cu faptele sale: liderul AUR a schimbat yalele la toate ușile de la sediul partidului și de la el de acasă, ba a pus și două rânduri de grilaj cu lacăt la fiecare dintre ele. De asemenea, l-a rugat pe Gigi Becali să-l ajute cu niște bodyguarzi.",0
Ionut,Surse! Șoșoacă îl bătea zilnic pe George Simion și-i fura sandvișul pus de părinți,"George Simion, care locuiește cu părinții din patriotism, confirmă furturile: ”Doamna Șoșoacă după ce-mi fura sandvișul cu salam râgâia în plen și-mi dădeam seama că ea a fost. Când o confruntam nega furtul și mă agresa, inclusiv trăgându-mi chiloții peste cap. Situația nu mai putea continua, așa că am fost nevoit să rog un coleg mai curajos s-o dea afară, mie mi-a fost frică să nu mă bată iar cu pantoful”, se plânge George Simion.Bătăile erau la ordinea zilei, confirmă alți AUR-iști. Diana Șoșoacă a fost văzută deseori înghiontindu-l pe George Simion, tăindu-i cravata cu o foarfecă, sau punându-i piedică pe scările Casei Poporului. Cea mai groaznică chestie a fost că la un moment dat s-a bășit cu el în lift și bietul om a mers așa 8 etaje, ajungând mai mult mort la destinație.",0
